id,cap_numero,cap_nombre,subcap_numero,subcap_nombre,articulo_numero,parrafo_numero,parrafo_texto
100-1,2,Derechos fundamentales,3,Derechos fundamentales,100,5,Toda persona y pueblo tiene derecho a comunicarse en su propia lengua oidioma y a usarlas en todo espacio. Ninguna persona o grupo serádiscriminado por razones lingüísticas.
101-1,2,Derechos fundamentales,3,Derechos fundamentales,101,3,"El Estado reconoce y protege los patrimonios naturales y culturales,materiales e inmateriales y garantiza su conservación, revitalización,aumento, salvaguardia y transmisión a las generaciones futuras, cualquierasea el régimen jurídico y titularidad de dichos bienes. Asimismo, fomenta sudifusión y educación."
102-1,2,Derechos fundamentales,3,Derechos fundamentales,102,1,"1. El Estado, en conjunto con los pueblos y naciones indígenas, adoptarámedidas positivas para la recuperación, la revitalización y el fortalecimientodel patrimonio cultural indígena."
102-2,2,Derechos fundamentales,3,Derechos fundamentales,102,2,"2. Asimismo, reconoce el patrimonio lingüístico constituido por las diferenteslenguas indígenas del territorio nacional, las que son objeto de revitalizacióny protección, especialmente aquellas que tienen el carácter de vulnerables."
102-3,2,Derechos fundamentales,3,Derechos fundamentales,102,3,"3. Los pueblos y naciones indígenas tienen derecho a obtener la repatriaciónde sus objetos de cultura y restos humanos. El Estado adoptará mecanismoseficaces para su restitución y repatriación. A su vez, garantiza el acceso a supatrimonio, incluyendo objetos de su cultura, restos humanos y sitiosculturalmente significativos para su desarrollo."
103-1,2,Derechos fundamentales,3,Derechos fundamentales,103,1,"1. La naturaleza tiene derecho a que se respete y proteja su existencia, a laregeneración, a la mantención y a la restauración de sus funciones yequilibrios dinámicos, que comprenden los ciclos naturales, los ecosistemasy la biodiversidad."
103-2,2,Derechos fundamentales,3,Derechos fundamentales,103,2,2. El Estado debe garantizar y promover los derechos de la naturaleza.
104-1,2,Derechos fundamentales,3,Derechos fundamentales,104,9,Toda persona tiene derecho a un ambiente sano y ecológicamenteequilibrado.
105-1,2,Derechos fundamentales,3,Derechos fundamentales,105,2,Toda persona tiene derecho al aire limpio durante todo su ciclo de vida.
106-1,2,Derechos fundamentales,3,Derechos fundamentales,106,2,La ley podrá establecer restricciones al ejercicio de determinados derechospara proteger el medioambiente y la naturaleza.
107-1,2,Derechos fundamentales,3,Derechos fundamentales,107,1,"1. Toda persona tiene derecho de acceso responsable y universal a lasmontañas, riberas de ríos, mar, playas, lagos, lagunas y humedales."
107-2,2,Derechos fundamentales,3,Derechos fundamentales,107,2,"2. El ejercicio de este derecho, las obligaciones de los propietarios aledaños, elrégimen de responsabilidad aplicable y el acceso a otros espacios naturales,serán establecidos por ley."
108-1,2,Derechos fundamentales,3,Derechos fundamentales,108,1,"1. Toda persona tiene derecho al pleno acceso a la justicia y a requerir de lostribunales de justicia la tutela efectiva de sus derechos e intereses legítimos,de manera oportuna y eficaz conforme a los principios y estándaresreconocidos en la Constitución y las leyes."
108-2,2,Derechos fundamentales,3,Derechos fundamentales,108,2,"2. Es deber del Estado remover los obstáculos sociales, culturales y económicosque impidan o limiten la posibilidad de acudir a los órganos jurisdiccionalespara la tutela y el ejercicio de sus derechos."
108-3,2,Derechos fundamentales,3,Derechos fundamentales,108,3,"3. Los tribunales deben brindar una atención adecuada a quienes presentenpeticiones o consultas ante ellos, otorgando siempre un trato digno yrespetuoso, conforme a la ley."
108-4,2,Derechos fundamentales,3,Derechos fundamentales,108,4,"4. El Estado asegura el derecho a asesoría jurídica gratuita e íntegra, por partede abogadas y abogados habilitados para el ejercicio de la profesión, a todapersona que no pueda obtenerla por sí misma, en los casos y en la forma queestablezcan la Constitución y la ley."
108-5,2,Derechos fundamentales,3,Derechos fundamentales,108,5,"5. Es deber del Estado otorgar asistencia jurídica especializada para laprotección del interés superior de niñas, niños y adolescentes,especialmente cuando estos han sido sujetos de medidas de protección.Además, debe procurar crear todas las condiciones necesarias para elresguardo de sus derechos."
108-6,2,Derechos fundamentales,3,Derechos fundamentales,108,6,6. El Estado debe garantizar que los órganos que intervienen en el procesorespeten y promuevan el derecho a acceder a una justicia con perspectivaintercultural.
108-7,2,Derechos fundamentales,3,Derechos fundamentales,108,7,"7. Las personas tienen derecho a una asistencia jurídica especializada,intérpretes, facilitadores interculturales y peritajes consultivos, cuando así lorequieran y no puedan proveérselos por sí mismas."
108-8,2,Derechos fundamentales,3,Derechos fundamentales,108,8,8. El Estado garantiza el acceso a la justicia ambiental.
109-1,2,Derechos fundamentales,3,Derechos fundamentales,109,1,"1. Toda persona tiene derecho a un proceso razonable y justo en que sesalvaguarden las garantías que se señalan en esta Constitución, en la ley y enlos tratados internacionales ratificados y vigentes en Chile."
109-2,2,Derechos fundamentales,3,Derechos fundamentales,109,2,"2. Dicho proceso se realizará ante el tribunal competente, independiente eimparcial, establecido con anterioridad por la ley."
109-3,2,Derechos fundamentales,3,Derechos fundamentales,109,3,3. Toda persona tiene derecho a ser oída y juzgada en igualdad de condicionesy dentro de un plazo razonable.
109-4,2,Derechos fundamentales,3,Derechos fundamentales,109,4,"4. Las sentencias serán fundadas, asegurando la procedencia de un recursoadecuado y efectivo ante el tribunal que determine la ley."
109-5,2,Derechos fundamentales,3,Derechos fundamentales,109,5,"5. Toda persona tiene derecho a defensa jurídica y ninguna autoridad oindividuo podrá impedir, restringir o perturbar la debida intervención delletrado."
109-6,2,Derechos fundamentales,3,Derechos fundamentales,109,6,"6. En los procesos en que intervengan niñas, niños y adolescentes, se deberáprocurar el resguardo de su identidad."
109-7,2,Derechos fundamentales,3,Derechos fundamentales,109,7,7. Los principios de probidad y de transparencia serán aplicables a todas laspersonas que ejercen jurisdicción en el país. La ley establecerá lasresponsabilidades correspondientes en caso de infracción a estadisposición.
109-8,2,Derechos fundamentales,3,Derechos fundamentales,109,8,"8. La Constitución asegura la asistencia y los ajustes de procedimientosnecesarios y adecuados a la edad o discapacidad de las personas, segúncorresponda, a fin de permitirles su debida participación en el proceso."
109-9,2,Derechos fundamentales,3,Derechos fundamentales,109,9,9. Los procedimientos judiciales serán establecidos por ley.
110-1,2,Derechos fundamentales,3,Derechos fundamentales,110,1,"1. Ninguna persona puede ser privada de su libertad arbitrariamente ni esta serrestringida, sino en los casos y en la forma determinados por la Constitucióny la ley."
110-2,2,Derechos fundamentales,3,Derechos fundamentales,110,2,"2. Ninguna persona puede ser arrestada o detenida sino por orden judicial, salvoque fuera sorprendida en delito flagrante."
110-3,2,Derechos fundamentales,3,Derechos fundamentales,110,3,3. La persona arrestada o detenida deberá ser puesta a disposición del tribunalcompetente en un plazo máximo de veinticuatro horas. Se le deben informarde manera inmediata y comprensible sus derechos y los motivos de laprivación de su libertad. Tendrá derecho a comunicarse con su abogado ocon quien estime pertinente.
110-4,2,Derechos fundamentales,3,Derechos fundamentales,110,4,"4. Ninguna persona puede ser arrestada o detenida, sujeta a prisión preventivao presa, sino en su domicilio o en los lugares públicos destinados a esteobjeto. Su ingreso debe constar en un registro público."
110-5,2,Derechos fundamentales,3,Derechos fundamentales,110,5,"5. Se prohíbe la detención por deudas, salvo en caso de incumplimiento dedeberes alimentarios."
111-1,2,Derechos fundamentales,3,Derechos fundamentales,111,3,"a) Que toda actuación de la investigación o procedimiento que le prive,restrinja o perturbe el ejercicio de los derechos que asegura laConstitución requiere previa autorización judicial.b) Conocer los antecedentes de la investigación seguida en su contra, salvolas excepciones que la ley señale.c) Que se presuma su inocencia mientras no exista una sentenciacondenatoria firme dictada en su contra.d) Que no se presuma de derecho la responsabilidad penal.e) Ser informada, sin demora y en forma detallada, de sus derechos y causade la investigación seguida en su contra.f) Guardar silencio y no ser obligada a declarar contra sí misma o reconocersu responsabilidad. No podrán ser obligados a declarar en contra delimputado sus ascendientes, descendientes, cónyuge, conviviente civil ydemás personas que señale la ley.g) Que su libertad sea la regla general. Las medidas cautelares personalesson excepcionales, temporales y proporcionales, debiendo la ley regularlos casos de procedencia y requisitos.h) No ser sometida a un nuevo procedimiento, investigación o persecuciónpenal por el mismo hecho respecto del cual haya sido condenada,absuelta o sobreseída definitivamente por sentencia ejecutoriada.i) Ser sancionada de forma proporcional a la infracción cometida.j) Que no se le imponga la pena de confiscación de bienes, sin perjuicio delcomiso en los casos establecidos por las leyes.k) Que no se le imponga como pena la pérdida de los derechos previsionales.l) Que la detención o la internación de adolescentes se utilice solo de formaexcepcional y durante el período más breve que proceda y conforme a loestablecido en esta Constitución, la ley y los tratados internacionales dederechos humanos ratificados y vigentes en Chile"
112-1,2,Derechos fundamentales,3,Derechos fundamentales,112,1,1. Ninguna persona podrá ser condenada por acciones u omisiones que alproducirse no constituyan delito según la legislación vigente en aquelmomento.
112-2,2,Derechos fundamentales,3,Derechos fundamentales,112,2,"2. Ningún delito se castigará con otra pena que la señalada por una ley que hayaentrado en vigencia con anterioridad a su perpetración, a menos que unanueva ley favorezca al imputado."
112-3,2,Derechos fundamentales,3,Derechos fundamentales,112,3,3. Ninguna ley podrá establecer penas sin que la conducta que se sanciona estédescrita de manera clara y precisa en ella.
